OpportunityID,CustomerID,OpportunityName,Stage,ExpectedCloseDate,ExpectedRevenue,Owner,Probability
OPP572,CUST011,Mesh Clicks-And-Mortar Platforms,Closed Won,2025-11-19,3773.15,Maureen,10
OPP573,CUST010,Target Sticky Vortals,Negotiation,2025-10-05,6880.06,Jacob,90
OPP574,CUST012,Unleash Distributed Infrastructures,Lead,2025-11-07,1869.16,Chase,90
OPP575,CUST012,Embrace Frictionless E-Business,Closed Lost,2025-08-16,516.12,Robert,90
OPP576,CUST010,Benchmark Distributed Initiatives,Proposal,2025-08-25,4797.68,Donald,50
OPP577,CUST006,Extend Wireless Synergies,Closed Lost,2025-08-23,10975.55,Shane,30
OPP578,CUST008,Implement Efficient Schemas,Proposal,2025-06-30,2081.48,Nathan,70
OPP579,CUST016,Reinvent Real-Time Experiences,Negotiation,2025-12-24,3426.82,Troy,90
OPP580,CUST011,Re-Contextualize Mission-Critical Convergence,Closed Lost,2025-10-31,5156.68,Charles,30
OPP581,CUST011,Benchmark Efficient Initiatives,Closed Lost,2025-12-14,17746.37,Jeremy,50
OPP582,CUST008,Integrate Clicks-And-Mortar Methodologies,Closed Won,2025-11-09,19006.34,William,30
OPP583,CUST015,Expedite Distributed Eyeballs,Negotiation,2025-07-15,758.25,Timothy,30
OPP584,CUST009,Generate Bricks-And-Clicks Action-Items,Lead,2025-10-04,1514.14,Jay,90
OPP585,CUST013,Whiteboard Efficient Partnerships,Negotiation,2025-08-12,11254.45,David,30
OPP586,CUST013,Disintermediate Transparent Convergence,Proposal,2025-11-08,18236.44,Curtis,70
OPP587,CUST015,Engage Interactive Infrastructures,Proposal,2025-09-27,9083.1,Ashley,90
OPP588,CUST009,Reinvent Dynamic Mindshare,Closed Lost,2025-09-14,11307.92,Andrew,70
OPP589,CUST004,Strategize Best-Of-Breed Roi,Proposal,2025-07-09,14501.9,Shane,70
OPP590,CUST002,Disintermediate Customized E-Tailers,Qualified,2025-12-09,14285.8,Sheila,70
OPP591,CUST005,Engage Cross-Platform Applications,Closed Won,2025-12-26,16719.87,Jennifer,10
OPP592,CUST016,Mesh Leading-Edge Deliverables,Negotiation,2025-10-22,6102.11,Christine,30
OPP593,CUST018,Redefine Integrated Networks,Lead,2025-08-28,12335.56,Darren,70
OPP594,CUST010,Cultivate Global Infrastructures,Closed Lost,2025-12-24,17672.05,Thomas,30
OPP595,CUST010,Maximize Visionary Applications,Closed Won,2025-09-26,19785.84,Lori,90
OPP596,CUST018,Redefine Robust Niches,Qualified,2025-12-12,6494.74,Edward,70
OPP597,CUST003,Harness Cutting-Edge E-Tailers,Qualified,2025-09-23,12991.46,Gabriel,10
OPP598,CUST018,Synthesize Web-Enabled E-Markets,Negotiation,2025-10-28,11839.91,Melissa,10
OPP599,CUST014,Empower User-Centric Systems,Negotiation,2025-10-28,2782.89,Adam,30
OPP600,CUST006,Productize B2C E-Commerce,Closed Lost,2025-07-30,17535.14,Sharon,70
OPP601,CUST011,Transform Extensible Web Services,Closed Lost,2025-11-26,9331.91,Amber,30
OPP602,CUST010,Cultivate Value-Added Convergence,Closed Won,2025-09-27,15613.94,Brett,90
OPP603,CUST016,Embrace Real-Time Portals,Negotiation,2025-09-06,12025.79,Alicia,70
OPP604,CUST006,Redefine Leading-Edge Niches,Lead,2025-10-24,16313.57,Janet,70
OPP605,CUST020,Exploit Killer Vortals,Negotiation,2025-12-23,9033.25,Lisa,30
OPP606,CUST020,Streamline Sticky Functionalities,Proposal,2025-11-28,3572.19,Christine,30
OPP607,CUST007,Incubate Seamless Methodologies,Closed Won,2025-12-01,13037.46,Kellie,30
OPP608,CUST001,Redefine Web-Enabled Metrics,Closed Won,2025-11-02,10779.38,Nicole,70
OPP609,CUST018,Evolve Back-End E-Business,Proposal,2025-11-07,19916.65,Caitlyn,50
OPP610,CUST004,Envisioneer Revolutionary Relationships,Lead,2025-12-27,6667.43,Melissa,90
OPP611,CUST006,Syndicate Killer Systems,Closed Won,2025-11-09,12910.58,Holly,70
OPP612,CUST014,Cultivate Open-Source Niches,Closed Won,2025-11-09,14852.8,Alyssa,70
OPP613,CUST005,Drive Sticky E-Business,Lead,2025-12-16,14141.02,Rebecca,30
OPP614,CUST013,Expedite E-Business Convergence,Lead,2025-10-22,3566.16,James,30
OPP615,CUST018,Embrace Proactive Solutions,Qualified,2025-08-23,8322.78,Catherine,70
OPP616,CUST020,Cultivate Impactful Communities,Qualified,2025-09-16,3367.38,Donald,70
OPP617,CUST008,Iterate Transparent Models,Negotiation,2025-10-19,12298.75,Jordan,50
OPP618,CUST004,Embrace Front-End Users,Negotiation,2025-08-05,11487.55,Jeffrey,10
OPP619,CUST008,Architect Real-Time Platforms,Lead,2025-07-10,1347.55,Catherine,30
OPP620,CUST020,Harness Enterprise Action-Items,Negotiation,2025-07-26,6380.36,Carolyn,70
OPP621,CUST014,Integrate End-To-End Platforms,Closed Won,2025-07-26,12530.11,Corey,30
OPP622,CUST017,E-Enable Strategic E-Tailers,Proposal,2025-06-30,4902.11,Darrell,70
OPP623,CUST020,Harness Bleeding-Edge Web Services,Lead,2025-07-12,9601.79,Darren,70
OPP624,CUST010,Innovate Rich Models,Qualified,2025-07-31,6679.9,James,10
OPP625,CUST011,Scale Proactive Architectures,Closed Won,2025-12-27,9139.35,Jose,50
OPP626,CUST001,Grow Seamless Action-Items,Lead,2025-11-05,5052.28,Jennifer,90
OPP627,CUST001,Drive Plug-And-Play Networks,Qualified,2025-11-19,6749.76,Phyllis,90
OPP628,CUST007,Drive Innovative Paradigms,Negotiation,2025-09-19,12925.85,Olivia,10
OPP629,CUST017,Engineer Strategic Networks,Lead,2025-07-16,8010.27,Michael,70
OPP630,CUST001,Generate Virtual Communities,Qualified,2025-09-21,15357.84,Jonathan,90
OPP631,CUST015,Envisioneer 24/365 Action-Items,Qualified,2025-08-15,18033.5,Daniel,90
OPP632,CUST002,Drive 24/7 Architectures,Closed Lost,2025-11-27,14192.58,Rachel,70
OPP633,CUST014,Disintermediate Virtual Metrics,Qualified,2025-07-25,11965.23,Jonathan,70
OPP634,CUST011,Orchestrate Cutting-Edge E-Services,Proposal,2025-11-15,11296.9,Mark,10
OPP635,CUST015,Architect Cross-Media Users,Qualified,2025-08-16,7991.75,Craig,90
OPP636,CUST001,Incubate Turn-Key E-Commerce,Closed Won,2025-09-25,18699.51,Virginia,30
OPP637,CUST008,Drive Robust Info-Mediaries,Closed Lost,2025-08-21,6163.27,Andrew,50
OPP638,CUST002,Disintermediate Extensible Content,Lead,2025-11-06,1245.85,Danielle,50
OPP639,CUST012,Embrace Viral Markets,Closed Lost,2025-07-05,1338.69,Sarah,30
OPP640,CUST019,Exploit Frictionless Partnerships,Negotiation,2025-07-28,8093.64,William,70
OPP641,CUST001,Drive 24/365 Info-Mediaries,Negotiation,2025-09-22,6648.69,Richard,90
OPP642,CUST007,Architect Compelling E-Business,Closed Won,2025-12-20,3209.34,Brian,30
OPP643,CUST019,Exploit Next-Generation Interfaces,Negotiation,2025-07-28,6919.96,Laura,30
OPP644,CUST015,Strategize Seamless Supply-Chains,Proposal,2025-08-28,4823.38,Mary,10
OPP645,CUST008,Enhance Customized Technologies,Closed Won,2025-08-02,3059.49,Brett,50
OPP646,CUST004,Disintermediate Distributed Interfaces,Proposal,2025-11-25,1673.87,Breanna,70
OPP647,CUST007,Incubate Revolutionary Relationships,Closed Lost,2025-10-19,14570.65,Walter,90
OPP648,CUST012,Utilize Bricks-And-Clicks Vortals,Proposal,2025-08-16,18391.8,Steven,90
OPP649,CUST011,Utilize One-To-One Technologies,Qualified,2025-08-11,2794.2,Hector,90
OPP650,CUST013,Reinvent Extensible Channels,Lead,2025-12-16,7301.64,James,30
OPP651,CUST018,Enhance Visionary Schemas,Negotiation,2025-08-20,4326.53,Donna,90
OPP652,CUST016,Disintermediate Bleeding-Edge Convergence,Qualified,2025-11-02,16378.83,Jeremiah,90
OPP653,CUST011,Grow One-To-One Applications,Closed Won,2025-07-15,3363.14,Lori,30
OPP654,CUST003,Matrix Transparent Schemas,Negotiation,2025-10-23,990.43,Dustin,70
OPP655,CUST003,Mesh B2B E-Business,Qualified,2025-10-11,4189.91,Kristy,10
OPP656,CUST008,Mesh Out-Of-The-Box Solutions,Closed Won,2025-08-31,18650.16,William,90
OPP657,CUST012,Unleash Distributed Markets,Qualified,2025-12-20,17996.28,Joshua,30
OPP658,CUST007,Productize Virtual Networks,Closed Lost,2025-07-07,8782.55,Rhonda,70
OPP659,CUST009,Engage User-Centric Experiences,Proposal,2025-09-15,11750.82,Laurie,30
OPP660,CUST010,Target Extensible Deliverables,Lead,2025-11-12,904.82,Amanda,90
OPP661,CUST016,Transform Distributed Niches,Lead,2025-12-17,13708.4,Travis,90
OPP662,CUST007,Re-Contextualize Scalable Metrics,Closed Lost,2025-12-13,5531.73,Megan,70
OPP663,CUST014,Facilitate Collaborative Web Services,Closed Won,2025-10-01,12059.71,Christopher,10
OPP664,CUST020,Leverage World-Class Platforms,Lead,2025-08-07,10106.15,Lori,90
OPP665,CUST001,Engage Out-Of-The-Box Niches,Negotiation,2025-07-04,18164.99,Brian,70
OPP666,CUST020,Redefine Turn-Key Content,Closed Lost,2025-08-11,1053.63,Thomas,10
OPP667,CUST005,Incubate Efficient Models,Closed Won,2025-12-17,15396.41,Stephanie,70
OPP668,CUST005,Unleash Dot-Com Applications,Qualified,2025-11-04,6242.02,Megan,30
OPP669,CUST002,Re-Intermediate Robust Applications,Negotiation,2025-08-29,893.26,John,30
OPP670,CUST010,Synthesize One-To-One Models,Closed Lost,2025-11-27,7197.06,Susan,50
OPP671,CUST007,Synthesize Viral Convergence,Closed Lost,2025-11-11,5133.83,Dominique,70
OPP672,CUST009,Generate Value-Added Interfaces,Lead,2025-10-28,17119.39,Allen,70
OPP673,CUST018,Generate Visionary Supply-Chains,Qualified,2025-12-18,9929.39,Adam,50
OPP674,CUST003,Enhance Next-Generation Applications,Closed Won,2025-11-06,11567.66,Sean,30
OPP675,CUST002,Re-Intermediate Clicks-And-Mortar Platforms,Lead,2025-10-17,10594.09,Joseph,30
OPP676,CUST018,Strategize Leading-Edge Relationships,Qualified,2025-09-16,13028.71,Gary,90
OPP677,CUST017,Repurpose Dynamic Channels,Lead,2025-08-27,5477.21,David,90
OPP678,CUST002,Drive Magnetic Synergies,Lead,2025-08-10,6408.92,William,30
OPP679,CUST016,Implement World-Class Models,Qualified,2025-08-13,5486.92,Tyler,30
OPP680,CUST012,Synergize Impactful Experiences,Negotiation,2025-07-29,19974.49,Shari,90
OPP681,CUST018,Mesh Real-Time Mindshare,Negotiation,2025-07-01,19320.14,Jennifer,70
OPP682,CUST009,Revolutionize Collaborative Info-Mediaries,Qualified,2025-08-25,9492.54,Rebecca,90
OPP683,CUST018,Repurpose Open-Source Networks,Negotiation,2025-12-26,8915.21,Barbara,90
OPP684,CUST019,Incentivize 24/365 E-Services,Negotiation,2025-11-04,8356.08,Justin,50
OPP685,CUST017,Harness Seamless Architectures,Closed Lost,2025-11-08,11657.82,Megan,50
OPP686,CUST002,Repurpose Robust E-Business,Negotiation,2025-10-24,1559.71,Amanda,10
OPP687,CUST004,Re-Contextualize Open-Source Communities,Lead,2025-10-02,11534.65,Alexander,10
OPP688,CUST003,Transform Best-Of-Breed Platforms,Qualified,2025-12-08,10874.08,Joshua,50
OPP689,CUST003,Exploit 24/7 Architectures,Qualified,2025-11-29,13154.79,Dale,70
OPP690,CUST011,Reinvent One-To-One E-Markets,Negotiation,2025-12-07,9445.11,Laura,10
OPP691,CUST009,Generate Next-Generation Methodologies,Qualified,2025-11-25,11194.73,Lori,30
OPP692,CUST006,Benchmark One-To-One Users,Negotiation,2025-08-22,8853.87,Connie,70
OPP693,CUST015,Scale Out-Of-The-Box Partnerships,Closed Won,2025-11-05,18897.67,Emily,30
OPP694,CUST005,Cultivate Best-Of-Breed Applications,Closed Lost,2025-08-02,15678.45,Ashley,10
OPP695,CUST015,Maximize Next-Generation Markets,Negotiation,2025-09-26,12355.59,Robert,50
OPP696,CUST020,Visualize Robust Metrics,Negotiation,2025-12-23,5941.3,Alicia,50
OPP697,CUST016,Target Frictionless Experiences,Closed Won,2025-10-13,2526.57,Kathy,50
OPP698,CUST019,Iterate Cutting-Edge Networks,Lead,2025-10-28,10022.99,Jacob,30
OPP699,CUST003,Architect Next-Generation Applications,Lead,2025-11-24,10789.74,Amy,30
OPP700,CUST010,Utilize Wireless Metrics,Lead,2025-08-04,5624.46,Jason,10
OPP701,CUST018,Deploy Cross-Media E-Services,Closed Won,2025-09-14,2730.09,Samantha,50
OPP702,CUST002,Syndicate Revolutionary Initiatives,Closed Lost,2025-09-06,3503.47,Andrew,50
OPP703,CUST011,Repurpose Seamless E-Commerce,Proposal,2025-07-15,10270.92,Candice,50
OPP704,CUST006,Engage Dynamic Niches,Proposal,2025-08-10,2281.56,Tom,70
OPP705,CUST019,Morph Real-Time Deliverables,Lead,2025-12-09,15208.02,John,70
OPP706,CUST010,Strategize Clicks-And-Mortar Relationships,Negotiation,2025-09-20,6196.56,Samantha,10
OPP707,CUST001,Facilitate Revolutionary Solutions,Negotiation,2025-11-22,4707.98,James,30
OPP708,CUST011,Transition Best-Of-Breed E-Tailers,Lead,2025-10-04,19577.53,Victoria,10
OPP709,CUST018,Architect Holistic Roi,Qualified,2025-12-01,5427.21,Wesley,70
OPP710,CUST018,Enable Robust E-Business,Lead,2025-09-04,1504.21,Tim,50
OPP711,CUST019,Disintermediate Cross-Media Communities,Closed Won,2025-08-04,5197.61,Brandon,30
OPP712,CUST002,Visualize Compelling Models,Qualified,2025-07-28,4204.11,Brianna,70
OPP713,CUST016,Visualize Bricks-And-Clicks Interfaces,Qualified,2025-12-19,12880.04,Matthew,30
OPP714,CUST008,Innovate 24/7 Info-Mediaries,Qualified,2025-07-28,2757.73,Matthew,30
OPP715,CUST002,Whiteboard Killer Vortals,Negotiation,2025-10-05,6953.83,Robert,90
OPP716,CUST015,Matrix Granular Applications,Negotiation,2025-08-10,7048.82,Glenn,50
OPP717,CUST003,Synergize Innovative Roi,Negotiation,2025-11-26,6232.49,Stephen,90
OPP718,CUST007,Transition Bricks-And-Clicks Metrics,Qualified,2025-11-23,15077.7,Brian,90
OPP719,CUST010,Benchmark Seamless E-Services,Negotiation,2025-07-21,7833.99,Jennifer,70
OPP720,CUST008,Embrace Open-Source Roi,Proposal,2025-09-17,591.85,Jacob,90
OPP721,CUST020,Redefine Ubiquitous Relationships,Closed Lost,2025-12-24,15285.83,Juan,10
OPP722,CUST015,Mesh Frictionless Roi,Negotiation,2025-09-27,7550.18,Lawrence,90
OPP723,CUST008,Whiteboard One-To-One Applications,Closed Won,2025-10-08,770.56,Christopher,90
OPP724,CUST002,Repurpose Strategic Portals,Qualified,2025-08-20,1065.4,David,10
OPP725,CUST007,Deploy Sticky Synergies,Lead,2025-11-18,1776.76,Tina,90
OPP726,CUST003,Generate Value-Added Mindshare,Proposal,2025-10-02,5692.74,Charles,10
OPP727,CUST002,Deploy Customized Channels,Lead,2025-07-17,5787.52,Jeffrey,50
OPP728,CUST010,Enable Compelling E-Tailers,Qualified,2025-07-11,4725.06,Sandra,30
OPP729,CUST001,Aggregate Robust Models,Qualified,2025-09-05,9135.27,Michelle,30
OPP730,CUST001,Scale Best-Of-Breed Users,Lead,2025-08-07,19317.99,Lisa,90
OPP731,CUST004,Deploy Cross-Platform Convergence,Negotiation,2025-09-25,9935.97,Michael,90
OPP732,CUST001,Extend Enterprise Portals,Proposal,2025-08-02,2101.49,Anthony,30
OPP733,CUST003,Synergize Bricks-And-Clicks Web Services,Lead,2025-12-08,7635.9,Jacob,30
OPP734,CUST014,Iterate Bleeding-Edge Infrastructures,Lead,2025-08-26,11529.5,Rick,70
OPP735,CUST019,Cultivate Robust Web-Readiness,Negotiation,2025-07-25,11051.32,Michael,50
OPP736,CUST007,Orchestrate Value-Added Content,Proposal,2025-07-19,6889.61,Jason,70
OPP737,CUST017,Repurpose Next-Generation Bandwidth,Negotiation,2025-12-04,9279.39,Henry,70
OPP738,CUST004,Scale Ubiquitous Interfaces,Qualified,2025-12-02,7606.02,Amanda,90
OPP739,CUST012,Whiteboard Scalable Action-Items,Proposal,2025-07-19,8058.24,Lisa,50
OPP740,CUST020,Scale Enterprise Architectures,Closed Won,2025-12-08,10286.15,Paul,70
OPP741,CUST005,Matrix Plug-And-Play Applications,Negotiation,2025-11-02,13245.57,William,70
OPP742,CUST016,Utilize Cross-Media Initiatives,Lead,2025-12-18,12055.08,Brenda,30
OPP743,CUST019,Whiteboard Open-Source Schemas,Negotiation,2025-08-05,4408.3,Billy,50
OPP744,CUST011,Generate Clicks-And-Mortar Portals,Closed Won,2025-12-08,8908.62,Sharon,30
OPP745,CUST006,Syndicate 24/7 Paradigms,Proposal,2025-12-08,7430.22,Colleen,30
OPP746,CUST016,Whiteboard End-To-End Platforms,Closed Won,2025-09-09,12082.06,Kelly,10
OPP747,CUST020,Evolve Cutting-Edge E-Markets,Negotiation,2025-11-24,2948.37,Ricky,50
OPP748,CUST004,Deploy Plug-And-Play Vortals,Closed Won,2025-10-06,19049.86,Isabella,30
OPP749,CUST020,Empower Granular Convergence,Negotiation,2025-10-16,9836.09,Maria,50
OPP750,CUST004,Cultivate Transparent Communities,Qualified,2025-10-28,6717.71,Elizabeth,30
OPP751,CUST008,Transform Extensible Architectures,Negotiation,2025-11-14,4434.36,Reginald,90
OPP752,CUST020,Incentivize Granular Solutions,Proposal,2025-12-19,8673.14,Thomas,70
OPP753,CUST018,E-Enable Vertical E-Markets,Negotiation,2025-12-12,3595.27,Alex,70
OPP754,CUST013,Evolve Extensible Infrastructures,Lead,2025-07-03,5472.45,Crystal,10
OPP755,CUST008,Seize User-Centric Applications,Qualified,2025-07-09,18765.55,Wayne,50
OPP756,CUST009,Enable Bricks-And-Clicks Markets,Lead,2025-12-14,1780.68,Alison,90
OPP757,CUST003,Re-Contextualize Cross-Media Markets,Proposal,2025-07-16,12126.92,Katherine,30
OPP758,CUST012,Transform Bricks-And-Clicks Partnerships,Qualified,2025-11-22,18176.69,Brian,90
OPP759,CUST017,Re-Contextualize Robust Mindshare,Qualified,2025-12-20,6520.05,Rachel,10
OPP760,CUST002,Visualize Frictionless Methodologies,Closed Lost,2025-10-31,17473.72,Carla,10
OPP761,CUST016,Optimize Distributed Applications,Lead,2025-09-19,16226.23,Maxwell,70
OPP762,CUST008,Disintermediate Cross-Media Schemas,Closed Won,2025-08-13,5715.05,Cassandra,70
OPP763,CUST014,E-Enable Global E-Business,Negotiation,2025-09-22,9035.61,Jennifer,70
OPP764,CUST014,Embrace Dynamic E-Markets,Closed Lost,2025-08-02,9471.34,Sarah,10
OPP765,CUST017,Repurpose User-Centric Info-Mediaries,Lead,2025-06-30,8018.25,John,30
OPP766,CUST002,Embrace Seamless Applications,Qualified,2025-09-26,15414.79,Jessica,70
OPP767,CUST009,Re-Contextualize Cross-Media Metrics,Proposal,2025-07-16,1466.11,Amanda,70
OPP768,CUST017,Leverage Bleeding-Edge Mindshare,Lead,2025-10-14,11294.04,Patricia,10
OPP769,CUST004,Streamline Proactive Metrics,Lead,2025-10-26,15912.65,Harold,70
OPP770,CUST020,Envisioneer Clicks-And-Mortar Metrics,Qualified,2025-11-12,2706.25,Catherine,50
OPP771,CUST016,Whiteboard Magnetic Niches,Negotiation,2025-07-12,2010.91,Karen,30
OPP772,CUST010,Extend Vertical Networks,Qualified,2025-10-11,12040.77,Nathan,70
OPP773,CUST008,Target Innovative Web-Readiness,Closed Lost,2025-11-02,12976.39,Elizabeth,10
OPP774,CUST006,Disintermediate Interactive Technologies,Closed Won,2025-11-22,16885.4,Colleen,30
OPP775,CUST003,Orchestrate Dot-Com Platforms,Closed Lost,2025-08-06,7700.8,Sarah,50
OPP776,CUST020,Brand Visionary Metrics,Qualified,2025-08-18,8483.4,Jessica,70
OPP777,CUST002,Utilize Front-End Bandwidth,Closed Won,2025-08-29,14512.28,Sarah,90
OPP778,CUST017,Implement Innovative Roi,Qualified,2025-11-09,2568.08,Stephanie,10
OPP779,CUST018,Cultivate Magnetic Content,Proposal,2025-11-03,19351.06,Erin,90
OPP780,CUST006,Engineer Cross-Platform E-Commerce,Lead,2025-09-11,6477.07,Linda,10
OPP781,CUST003,Deploy Viral Users,Closed Lost,2025-12-23,11612.63,Angelica,70
OPP782,CUST018,Redefine Seamless Communities,Closed Lost,2025-06-30,7851.43,Michael,10
OPP783,CUST018,Revolutionize Killer Architectures,Lead,2025-07-13,11746.08,James,90
OPP784,CUST009,Unleash Global Eyeballs,Closed Lost,2025-07-22,9978.02,Maria,50
OPP785,CUST007,Monetize Transparent Communities,Closed Lost,2025-11-15,19381.73,Jennifer,50
OPP786,CUST012,Enhance Impactful Markets,Closed Lost,2025-11-30,13817.22,Dustin,50
OPP787,CUST017,Optimize Synergistic Users,Closed Won,2025-09-10,19656.17,Elizabeth,10
OPP788,CUST015,Evolve Collaborative Eyeballs,Closed Lost,2025-10-04,9317.84,Debra,50
OPP789,CUST018,Visualize Bleeding-Edge Eyeballs,Lead,2025-11-05,5023.93,Rachel,90
OPP790,CUST006,Evolve World-Class Eyeballs,Lead,2025-07-22,15825.24,Joseph,10
OPP791,CUST006,Repurpose 24/7 Channels,Qualified,2025-12-19,4547.57,Monique,10
OPP792,CUST006,Implement Sticky Markets,Closed Lost,2025-12-07,19793.2,Audrey,10
OPP793,CUST016,Maximize Global E-Tailers,Closed Lost,2025-10-07,8585.88,Deanna,70
OPP794,CUST003,Target Sticky Web Services,Negotiation,2025-11-12,1169.22,Shannon,90
OPP795,CUST016,Drive Value-Added Schemas,Proposal,2025-08-30,16182.32,Misty,90
OPP796,CUST003,Deploy Next-Generation Architectures,Qualified,2025-08-21,5592.7,Stephen,50
OPP797,CUST017,Architect Wireless Vortals,Closed Won,2025-12-24,10429.82,David,70
OPP798,CUST018,Empower Vertical Architectures,Negotiation,2025-10-01,15626.95,Stephen,30
OPP799,CUST019,Harness Distributed Systems,Closed Lost,2025-11-06,6344.37,Jonathan,90
OPP800,CUST011,Streamline Innovative Metrics,Negotiation,2025-10-18,14977.08,Angel,10
OPP801,CUST007,Streamline Customized Communities,Lead,2025-08-17,19717.99,Kyle,70
OPP802,CUST018,Target E-Business Portals,Negotiation,2025-11-16,4909.2,James,90
OPP803,CUST003,Incubate Bleeding-Edge Web-Readiness,Closed Won,2025-12-19,991.23,Sergio,10
OPP804,CUST007,Leverage Front-End Paradigms,Negotiation,2025-09-11,2718.63,William,50
OPP805,CUST001,Architect Turn-Key Markets,Closed Lost,2025-12-25,2653.22,Jennifer,10
OPP806,CUST014,Cultivate Leading-Edge Architectures,Proposal,2025-09-05,4981.15,Matthew,30
OPP807,CUST018,Morph End-To-End Action-Items,Closed Won,2025-08-09,13676.78,Leslie,30
OPP808,CUST020,Envisioneer E-Business Platforms,Closed Won,2025-10-12,10745.99,Vicki,70
OPP809,CUST003,Synthesize Innovative Partnerships,Lead,2025-12-19,17155.15,Lori,30
OPP810,CUST003,Integrate Plug-And-Play Web Services,Negotiation,2025-08-22,11826.79,Michelle,50
OPP811,CUST015,Unleash Dot-Com Models,Proposal,2025-12-22,13567.57,Jonathan,70
OPP812,CUST013,Cultivate Granular Methodologies,Proposal,2025-07-05,6548.76,Lori,30
OPP813,CUST005,Visualize Collaborative Content,Closed Lost,2025-12-12,1185.24,Heather,10
OPP814,CUST005,Scale Cutting-Edge Functionalities,Negotiation,2025-10-11,2000.11,Cynthia,70
OPP815,CUST013,Drive Dynamic E-Business,Lead,2025-12-24,719.7,Brian,70
OPP816,CUST011,Unleash Scalable Infrastructures,Closed Lost,2025-08-25,7668.84,Christopher,10
OPP817,CUST001,Empower World-Class Platforms,Lead,2025-09-21,9183.02,Rebecca,70
OPP818,CUST007,Transform One-To-One Content,Closed Lost,2025-10-18,2855.06,Jessica,30
OPP819,CUST015,Maximize User-Centric Communities,Closed Lost,2025-08-26,12984.43,Daniel,10
OPP820,CUST018,Streamline Ubiquitous E-Commerce,Qualified,2025-10-29,4608.06,Dana,90
OPP821,CUST011,Syndicate Frictionless Markets,Closed Won,2025-07-31,1596.86,Joshua,50
OPP822,CUST010,Engineer Granular Interfaces,Qualified,2025-12-05,6277.68,Chad,50
OPP823,CUST016,Synthesize Best-Of-Breed Applications,Negotiation,2025-08-30,5997.4,Jasmine,30
OPP824,CUST020,Streamline 24/365 Technologies,Proposal,2025-11-04,5809.08,Melissa,30
OPP825,CUST007,Engage Bricks-And-Clicks Channels,Proposal,2025-10-13,5074.83,Brenda,30
OPP826,CUST008,Implement Global Action-Items,Closed Lost,2025-10-21,9545.1,Lynn,90
OPP827,CUST009,Scale Transparent Solutions,Proposal,2025-07-30,5591.34,Adam,50
OPP828,CUST014,Transform Mission-Critical Content,Proposal,2025-08-22,17903.89,Gary,70
OPP829,CUST001,Brand Best-Of-Breed Mindshare,Closed Won,2025-11-26,18313.55,Larry,70
OPP830,CUST007,Embrace Dynamic Interfaces,Closed Lost,2025-07-08,15552.16,Linda,30
OPP831,CUST020,Drive Wireless Functionalities,Proposal,2025-09-11,15649.59,Matthew,30
OPP832,CUST002,Implement Best-Of-Breed Interfaces,Closed Lost,2025-07-06,7567.85,Michael,70
OPP833,CUST009,Disintermediate Clicks-And-Mortar Systems,Negotiation,2025-07-15,7797.97,Matthew,90
OPP834,CUST016,Visualize 24/7 Vortals,Negotiation,2025-11-28,11539.55,George,90
OPP835,CUST005,Cultivate User-Centric Technologies,Lead,2025-11-13,12023.77,Tara,30
OPP836,CUST017,Repurpose Cross-Platform Methodologies,Closed Won,2025-12-23,11096.39,Cynthia,70
OPP837,CUST010,Integrate Best-Of-Breed Systems,Lead,2025-09-02,19071.61,Christopher,10
OPP838,CUST008,Expedite Virtual Vortals,Proposal,2025-10-27,2330.69,Randy,90
OPP839,CUST004,Enable Vertical Communities,Closed Lost,2025-09-05,3172.45,Jason,90
OPP840,CUST010,Engineer Ubiquitous Content,Qualified,2025-10-03,17917.06,James,30
OPP841,CUST013,Architect 24/7 Supply-Chains,Lead,2025-08-26,8324.57,Savannah,70
OPP842,CUST007,Redefine E-Business Niches,Negotiation,2025-08-04,16893.13,Jennifer,30
OPP843,CUST018,Revolutionize Wireless Niches,Lead,2025-08-20,4360.46,Matthew,70
OPP844,CUST011,Generate Seamless E-Tailers,Qualified,2025-10-29,6021.62,Brittney,30
OPP845,CUST009,Syndicate Leading-Edge Technologies,Closed Lost,2025-08-07,6384.83,Ryan,70
OPP846,CUST006,Repurpose Cutting-Edge Architectures,Closed Won,2025-08-02,17925.54,Matthew,70
OPP847,CUST012,Implement User-Centric Portals,Negotiation,2025-09-01,3435.98,Shannon,90
OPP848,CUST016,Re-Contextualize Rich Experiences,Lead,2025-10-16,16125.85,Kim,50
OPP849,CUST005,Iterate Integrated E-Business,Closed Won,2025-10-13,18874.95,David,90
OPP850,CUST008,Architect Rich Methodologies,Proposal,2025-12-23,19224.04,Christine,30
OPP851,CUST002,Re-Contextualize Frictionless Metrics,Negotiation,2025-09-14,7535.58,Mark,30
OPP852,CUST017,Repurpose Intuitive Schemas,Negotiation,2025-09-25,14198.27,Christine,90
OPP853,CUST004,Productize Turn-Key E-Services,Proposal,2025-12-02,16253.84,Tiffany,30
OPP854,CUST003,Mesh Front-End E-Markets,Lead,2025-07-26,5905.85,Justin,90
OPP855,CUST007,Re-Contextualize World-Class Metrics,Closed Lost,2025-12-16,17185.16,Katherine,70
OPP856,CUST018,Optimize Web-Enabled Technologies,Closed Lost,2025-09-23,16910.59,Bryan,70
OPP857,CUST003,Embrace Compelling E-Tailers,Qualified,2025-12-17,13077.72,Adam,10
OPP858,CUST013,Maximize Open-Source E-Markets,Lead,2025-08-09,3284.84,Terri,30
